fecha,turno,linea,sku,molde,cavidad,lote_resina,peso_g,peso_objetivo_g,veredicto
2026-02-09,tarde,L1,ENV-500,M-12,6,R-P0001,24.717,24.5,conforme
2026-02-09,tarde,L1,ENV-500,M-12,5,R-P0001,24.546,24.5,conforme
2026-02-09,tarde,L1,ENV-500,M-12,3,R-P0001,24.374,24.5,conforme
2026-02-09,tarde,L1,ENV-500,M-12,4,R-P0001,24.67,24.5,conforme
2026-02-09,tarde,L1,ENV-500,M-12,6,R-P0001,25.104,24.5,conforme
2026-02-09,tarde,L1,ENV-500,M-12,2,R-P0001,24.804,24.5,conforme
2026-02-09,tarde,L1,ENV-500,M-12,4,R-P0001,23.901,24.5,conforme
2026-02-09,tarde,L1,ENV-500,M-12,5,R-P0001,24.474,24.5,conforme
2026-02-09,tarde,L2,TAP-38,M-04,8,R-P0001,3.15,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,1,R-P0001,3.216,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,8,R-P0001,3.121,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,1,R-P0001,3.164,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,9,R-P0001,3.099,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,13,R-P0001,3.092,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,11,R-P0001,3.18,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,6,R-P0001,3.167,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,2,R-P0001,3.113,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,9,R-P0001,3.119,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,9,R-P0001,3.149,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,16,R-P0001,3.131,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,13,R-P0001,3.186,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,6,R-P0001,3.134,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,9,R-P0001,3.198,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,3,R-P0001,3.15,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,8,R-P0001,3.102,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,6,R-P0001,3.111,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,6,R-P0001,3.142,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,10,R-P0001,3.19,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,1,R-P0001,3.14,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,11,R-P0001,3.167,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,11,R-P0001,3.033,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,13,R-P0001,3.156,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,3,R-P0001,3.023,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,12,R-P0001,3.154,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,15,R-P0001,3.119,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,10,R-P0001,3.167,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,5,R-P0001,3.153,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,3,R-P0001,3.126,3.1,conforme
2026-02-09,tarde,L2,TAP-38,M-04,15,R-P0001,3.082,3.1,conforme
2026-02-09,noche,L1,ENV-500,M-12,5,R-P0001,24.587,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,8,R-P0001,24.368,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,2,R-P0001,24.804,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,1,R-P0001,24.402,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,3,R-P0001,24.446,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,8,R-P0001,24.149,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,1,R-P0001,24.289,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,5,R-P0001,24.516,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,4,R-P0001,24.29,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,4,R-P0001,24.377,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,7,R-P0001,24.889,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,4,R-P0001,24.208,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,8,R-P0001,24.451,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,6,R-P0001,24.378,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,2,R-P0001,24.647,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,7,R-P0001,24.295,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,5,R-P0001,24.255,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,3,R-P0001,24.512,24.5,conforme
2026-02-09,noche,L1,ENV-500,M-12,7,R-P0001,23.924,24.5,conforme
2026-02-09,noche,L2,TAP-38,M-04,11,R-P0001,3.023,3.1,conforme
2026-02-09,noche,L2,TAP-38,M-04,13,R-P0001,3.124,3.1,conforme
2026-02-09,noche,L2,TAP-38,M-04,2,R-P0001,3.1,3.1,conforme
